run_id,err_diff,expl_mode,horizon,n_all,n_in_norew,n_in_regime,n_in_rew,n_out_norew,n_out_regime,n_out_rew,n_rewarded,n_unrewarded,nll_all,nll_in_norew,nll_in_regime,nll_in_rew,nll_out_norew,nll_out_regime,nll_out_rew,nll_rewarded,nll_unrewarded,reward_aware
ax1wm_cup_fq2s0_seed2,0.013238,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.025635483675450602,0.014452706351913492,0.014452706351913492,,0.026160220192712958,0.02769085764888085,0.03269699555792154,0.03269699555792154,0.023894288964704344,0
ax1wm_cup_fq2s0_seed2,0.016409,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.030841566307666914,0.01698247913796189,0.01698247913796189,,0.031089467984380267,0.03339185713859932,0.04091047559297036,0.04091047559297036,0.028355725860671803,0
ax1wm_cup_fq2s0_seed2,0.029743,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.047928051231825745,0.022825805276813053,0.022825805276813053,,0.053321146091482044,0.05256924174497124,0.05012795851011858,0.05012795851011858,0.04738243894302351,0
ax1wm_cup_fq2s0_seed2,0.121349,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.1577877136218442,0.05546170301976469,0.05546170301976469,,0.19405488699392293,0.17681058348313386,0.12177938318113839,0.12177938318113839,0.16685680735358183,0
ax1wm_cup_fq2s0_seed3,0.013406,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.029949050993704714,0.01862476020728407,0.01862476020728407,,0.0315931197298558,0.03203043488221112,0.033460727832107254,0.033460727832107254,0.02908315807464655,0
ax1wm_cup_fq2s0_seed3,0.017113,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.03746366189066598,0.02301000078509575,0.02301000078509575,,0.03897451866894903,0.04012336371226326,0.04387500036675616,0.04387500036675616,0.03588081274070855,0
ax1wm_cup_fq2s0_seed3,0.033808,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.05859203681944435,0.030059229175770783,0.030059229175770783,,0.06581609768796957,0.06386750883842435,0.05754083003667167,0.05754083003667167,0.058852752961625635,0
ax1wm_cup_fq2s0_seed3,0.119704,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.1756599848146021,0.0747213608550145,0.0747213608550145,,0.21515755253319527,0.1944249332012625,0.12826158096573873,0.12826158096573873,0.1875977937043516,0
ax1wm_cup_fq2s0_seed4,0.018288,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.03349778899348511,0.018049365455887464,0.018049365455887464,,0.03679111266513635,0.03633718092189938,0.03485254136941854,0.03485254136941854,0.033163740462433026,0
ax1wm_cup_fq2s0_seed4,0.022053,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.04056758803141948,0.02194188385785505,0.02194188385785505,,0.043860903505165395,0.04399501164105911,0.044432951466984755,0.044432951466984755,0.03961329631041957,0
ax1wm_cup_fq2s0_seed4,0.040607,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.07304025941076517,0.03876956093554595,0.03876956093554595,,0.08384969144854125,0.07937661835359096,0.06485344342363235,0.06485344342363235,0.07507072108195365,0
ax1wm_cup_fq2s0_seed4,0.147234,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.2431134904395552,0.11896013876137604,0.11896013876137604,,0.30534874454932937,0.26619416208814706,0.14124138166334219,0.14124138166334219,0.2687711005490434,0
ax1wm_cup_fq2s1_seed1,0.037749,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.04305429776315939,0.011166177647310623,0.011166177647310623,,0.05852967988919597,0.04891527578780292,0.01747018560601615,0.01747018560601615,0.04936270897998922,0
ax1wm_cup_fq2s1_seed1,0.051734,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.057118615982085716,0.013424938197759875,0.013424938197759875,,0.07730525950396151,0.06515894248112546,0.02549426496421255,0.02549426496421255,0.06492612408874267,0
ax1wm_cup_fq2s1_seed1,0.0786,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.08372292862611974,0.017387753118310274,0.017387753118310274,,0.11422653771480029,0.09598773504250367,0.03676998561162747,0.03676998561162747,0.09536801156071396,0
ax1wm_cup_fq2s1_seed1,0.178668,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.21032245435030014,0.05966241707177946,0.05966241707177946,,0.2807447084468167,0.2383308391742864,0.10297679985000083,0.10297679985000083,0.23735863710142835,0
ax1wm_cup_fq2s1_seed2,0.026143,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.03258191053140153,0.010498194853017251,0.010498194853017251,,0.04251849896946781,0.03664085699244289,0.01741730657011098,0.01741730657011098,0.03632112794651428,0
ax1wm_cup_fq2s1_seed2,0.034517,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.042504182641351605,0.013351704226643288,0.013351704226643288,,0.0551712844805178,0.04786869889625353,0.024021577032488216,0.024021577032488216,0.0470672199363079,0
ax1wm_cup_fq2s1_seed2,0.058929,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.06731193576440733,0.017577879165501766,0.017577879165501766,,0.0894196065004724,0.07650733732651291,0.03458377829327748,0.03458377829327748,0.0754290437363215,0
ax1wm_cup_fq2s1_seed2,0.159733,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.19202237534892294,0.057329169394226574,0.057329169394226574,,0.2563362293938141,0.21706245375127586,0.09172929589726785,0.09172929589726785,0.2172822895704232,0
ax1wm_cup_fq2s1_seed3,0.034319,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.041398075993967894,0.012407279156822585,0.012407279156822585,,0.05539273797510322,0.04672653131093606,0.01838263737691123,0.01838263737691123,0.04707311565296817,0
ax1wm_cup_fq2s1_seed3,0.048667,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.0561782778950937,0.01507470971362638,0.01507470971362638,,0.07492999580669937,0.06374198333746534,0.027206718712555023,0.027206718712555023,0.06333085734414938,0
ax1wm_cup_fq2s1_seed3,0.073158,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.08197725767042335,0.020234552056046577,0.020234552056046577,,0.1101401708650256,0.09339295569469346,0.03901809296710528,0.03901809296710528,0.0926318195285932,0
ax1wm_cup_fq2s1_seed3,0.179842,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.2087864268475098,0.05713702457568994,0.05713702457568994,,0.28230319224416645,0.23697873911479334,0.09233624559915901,0.09233624559915901,0.23811568471349664,0
ax1wm_cup_fq2s1_seed4,0.02527,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.031088922033729153,0.009742593252108795,0.009742593252108795,,0.04148011642934744,0.03501233813481538,0.013858674360906023,0.013858674360906023,0.035337476254425265,0
ax1wm_cup_fq2s1_seed4,0.036052,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.043083835469822016,0.012634860428116717,0.012634860428116717,,0.05746356759398975,0.04868692757172437,0.02002617423302185,0.02002617423302185,0.04877637527641357,0
ax1wm_cup_fq2s1_seed4,0.057163,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.06564542935658535,0.0174024491899308,0.0174024491899308,,0.08894503587942926,0.0745651436433714,0.027876505656662446,0.027876505656662446,0.07501272820088166,0
ax1wm_cup_fq2s1_seed4,0.154603,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.18530784284705057,0.05494039095133306,0.05494039095133306,,0.24945359543489612,0.20954374393386352,0.0821806973137383,0.0821806973137383,0.21128154775592559,0
